id,ts,key,value,beauty_salon_id
136888,2023-10-15 00:51:24,Wheelchair Accessible,Yes,443199
136889,2023-10-15 00:51:24,Parking,"Lot, Private",443199
136890,2023-10-15 00:51:24,Bike Parking,Yes,443199
136891,2023-10-15 00:51:24,By Appointment Only,No,443199
136990,2023-10-15 00:59:10,Wheelchair Accessible,Yes,443366
136991,2023-10-15 00:59:10,Parking,Lot,443366
137050,2023-10-15 01:09:08,Price Range,Average,443393
137051,2023-10-15 01:09:08,By Appointment Only,Yes,443393
137357,2023-10-15 01:41:27,Parking,"Self, On Site, Free, Private",443605
137358,2023-10-15 01:41:27,Wheelchair Accessible,Yes,443605
137479,2023-10-15 01:51:14,Services,Medical Services,443772
137518,2023-10-15 01:54:18,Wheelchair Accessible,Yes,443813
139212,2023-10-15 04:46:46,Parking,"Self, Free",445644
143309,2023-10-18 17:19:38,Parking,"Lot, On Site, Free",447969
143310,2023-10-18 17:19:38,Wheelchair Accessible,Yes,447969
144762,2023-10-18 20:12:45,Parking,"Lot, Self, On Site, Free, Private",448812
144763,2023-10-18 20:12:45,Wheelchair Accessible,Yes,448812
145147,2023-10-18 20:44:02,Parking,"Lot, Private",448984
145148,2023-10-18 20:44:02,Wheelchair Accessible,No,448984
145149,2023-10-18 20:44:02,Price Range,Below Average,448984
145150,2023-10-18 20:44:02,By Appointment Only,Yes,448984
146342,2023-10-18 22:52:24,Parking,"Self, On Site, Free, Private",449818
146343,2023-10-18 22:52:24,Bike Parking,Yes,449818
148373,2023-10-19 01:31:22,Bike Parking,Yes,451493
148374,2023-10-19 01:31:22,Wheelchair Accessible,Yes,451493
148375,2023-10-19 01:31:22,By Appointment Only,Yes,451493
148376,2023-10-19 01:31:22,Parking,"Self, Free",451493
148875,2023-10-19 02:52:01,Parking,"Lot, Self, On Site, Free",452197
149168,2023-10-19 03:38:19,Parking,Lot,452445
150055,2023-10-19 04:50:07,Wheelchair Accessible,Yes,453064
150056,2023-10-19 04:50:27,Wheelchair Accessible,Yes,453066
150585,2023-10-19 05:54:37,Parking,"Lot, Self, On Site, Free",453363
152500,2023-10-19 10:36:05,Parking,"Lot, Self, On Site, Free",456582
152517,2023-10-19 10:39:56,Parking,"Lot, Private",456694
152518,2023-10-19 10:39:56,By Appointment Only,Yes,456694
152519,2023-10-19 10:39:56,Price Range,Average,456694
154126,2023-10-19 13:11:44,Parking,"Lot, Self, On Site, Free, Private",458294
154127,2023-10-19 13:11:44,Wheelchair Accessible,Yes,458294
156035,2023-10-19 17:05:57,By Appointment Only,Yes,459357
157741,2023-10-20 06:33:44,Parking,"Street, Self, Free",461594
157742,2023-10-20 06:33:44,Wheelchair Accessible,Yes,461594
157743,2023-10-20 06:33:44,Bike Parking,Yes,461594
159079,2023-10-20 10:41:29,Parking,Street,462521
160419,2023-10-20 15:07:15,Parking,Lot,463521
160420,2023-10-20 15:07:15,By Appointment Only,No,463521
162699,2023-10-20 22:39:48,Parking,"Lot, Private",465091
162700,2023-10-20 22:39:48,Wheelchair Accessible,No,465091
162701,2023-10-20 22:39:48,Price Range,Average,465091
162702,2023-10-20 22:39:48,By Appointment Only,Yes,465091
173554,2023-10-22 06:22:38,By Appointment Only,Yes,472668
175715,2023-10-22 13:44:04,Parking,Lot,474601
175716,2023-10-22 13:44:04,Price Range,Average,474601
175717,2023-10-22 13:44:04,By Appointment Only,Yes,474601
177440,2023-10-22 23:22:42,Parking,Lot,476299
177441,2023-10-22 23:22:42,By Appointment Only,Yes,476299
179068,2023-10-23 08:41:45,Parking,"Street, Lot, Private",478501
179069,2023-10-23 08:41:45,Bike Parking,Yes,478501
179070,2023-10-23 08:41:45,Wheelchair Accessible,Yes,478501
179071,2023-10-23 08:41:45,By Appointment Only,No,478501
179258,2023-10-23 09:19:06,Parking,"Lot, Private",478624
179259,2023-10-23 09:19:06,Wheelchair Accessible,Yes,478624
180039,2023-10-23 12:47:01,Parking,"Street, Free",479175
180901,2023-10-23 16:19:09,Price Range,Average,480000
180902,2023-10-23 16:19:09,Parking,"Lot, Private",480000
180903,2023-10-23 16:19:09,By Appointment Only,Yes,480000
182377,2023-10-23 22:34:19,Parking,"Lot, Private",481416
182378,2023-10-23 22:34:19,Bike Parking,No,481416
182379,2023-10-23 22:34:19,Wheelchair Accessible,Yes,481416
182380,2023-10-23 22:34:19,By Appointment Only,Yes,481416
182610,2023-10-23 23:52:42,Price Range,Below Average,481748
182690,2023-10-24 00:17:48,Parking,"Lot, Self, On Site, Free",481868
182691,2023-10-24 00:17:48,Bike Parking,No,481868
182692,2023-10-24 00:17:48,Wheelchair Accessible,Yes,481868
182693,2023-10-24 00:17:48,Price Range,Average,481868
182694,2023-10-24 00:17:48,By Appointment Only,Yes,481868
182896,2023-10-24 01:10:44,Parking,"Street, Lot, Private",482184
182897,2023-10-24 01:10:44,Wheelchair Accessible,Yes,482184
182898,2023-10-24 01:10:44,Price Range,Average,482184
182899,2023-10-24 01:10:44,By Appointment Only,Yes,482184
183411,2023-10-24 02:02:07,Parking,"Self, On Site, Free",482453
183412,2023-10-24 02:02:07,Bike Parking,Yes,482453
183413,2023-10-24 02:02:07,Wheelchair Accessible,Yes,482453
183414,2023-10-24 02:02:07,By Appointment Only,Yes,482453
183452,2023-10-24 02:07:39,Bike Parking,Yes,482485
183453,2023-10-24 02:07:39,Parking,"Lot, Private",482485
183454,2023-10-24 02:07:39,Wheelchair Accessible,Yes,482485
183455,2023-10-24 02:07:39,By Appointment Only,Yes,482485
183456,2023-10-24 02:07:39,Price Range,Average,482485
183503,2023-10-24 02:12:55,Parking,"Lot, Private",482505
183504,2023-10-24 02:12:55,Wheelchair Accessible,Yes,482505
183505,2023-10-24 02:12:55,Price Range,Average,482505
183506,2023-10-24 02:12:55,By Appointment Only,Yes,482505
184987,2023-10-24 10:45:00,Price Range,Average,484002
184988,2023-10-24 10:45:00,Parking,"Lot, Private",484002
184989,2023-10-24 10:45:00,By Appointment Only,Yes,484002
190496,2023-10-24 23:00:18,Parking,"Street, Lot, Private",490017
190497,2023-10-24 23:00:18,Price Range,Average,490017
190498,2023-10-24 23:00:25,Parking,"Street, Self, Free",490018
190499,2023-10-24 23:00:25,Bike Parking,Yes,490018
190500,2023-10-24 23:00:25,Wheelchair Accessible,Yes,490018
190501,2023-10-24 23:00:25,Price Range,Below Average,490018
190502,2023-10-24 23:00:25,By Appointment Only,Yes,490018
190735,2023-10-24 23:28:48,Parking,Street,490080
190736,2023-10-24 23:28:48,Bike Parking,Yes,490080
190737,2023-10-24 23:28:48,Price Range,Average,490080
190738,2023-10-24 23:28:48,By Appointment Only,Yes,490080
190761,2023-10-24 23:29:28,Parking,"Lot, Private",490087
190762,2023-10-24 23:29:28,Bike Parking,Yes,490087
190763,2023-10-24 23:29:28,Wheelchair Accessible,Yes,490087
190764,2023-10-24 23:29:28,Price Range,Average,490087
190765,2023-10-24 23:29:28,By Appointment Only,Yes,490087
190833,2023-10-24 23:31:38,Parking,"Garage, Lot, Private",490100
190834,2023-10-24 23:31:38,Wheelchair Accessible,Yes,490100
190835,2023-10-24 23:31:38,By Appointment Only,Yes,490100
190836,2023-10-24 23:31:38,Good for Kids,No,490100
194907,2023-10-25 07:01:29,Parking,Street,491748
194908,2023-10-25 07:01:29,Price Range,Above Average,491748
194909,2023-10-25 07:01:29,By Appointment Only,Yes,491748
195140,2023-10-25 07:31:42,Wheelchair Accessible,Yes,491914
195141,2023-10-25 07:31:42,By Appointment Only,Yes,491914
195529,2023-10-25 08:15:07,Specialties,"Asian Hair, Perms, Straight Perms, Curly Hair, Coloring, Kids' Hair",492114
195530,2023-10-25 08:15:07,Parking,"Lot, Private",492114
195531,2023-10-25 08:15:07,Wheelchair Accessible,Yes,492114
195532,2023-10-25 08:15:07,Price Range,Average,492114
195533,2023-10-25 08:15:07,By Appointment Only,No,492114
196242,2023-10-25 08:57:46,Parking,"Lot, Private",492334
196243,2023-10-25 08:57:46,Bike Parking,Yes,492334
196244,2023-10-25 08:57:46,By Appointment Only,Yes,492334
196245,2023-10-25 08:57:46,Services,Vein Treatments,492334
196987,2023-10-25 09:55:29,Parking,"Lot, Private",492569
196988,2023-10-25 09:55:29,Wheelchair Accessible,Yes,492569
196989,2023-10-25 09:55:29,By Appointment Only,Yes,492569
197773,2023-10-25 11:51:31,Wheelchair Accessible,Yes,493048
197774,2023-10-25 11:51:31,Bike Parking,Yes,493048
199084,2023-10-25 14:35:23,Parking,Free,493532
199085,2023-10-25 14:35:23,By Appointment Only,Yes,493532
199780,2023-10-25 17:12:57,Parking,"Lot, Private",493876
199781,2023-10-25 17:12:57,Wheelchair Accessible,Yes,493876
199782,2023-10-25 17:12:57,By Appointment Only,No,493876
203276,2023-10-25 22:16:27,Parking,Lot,494715
203981,2023-10-25 22:55:12,Parking,"On Site, Free, Private",494953
203982,2023-10-25 22:55:12,Wheelchair Accessible,Yes,494953
206027,2023-10-26 01:36:50,Parking,"Lot, Private",496107
206028,2023-10-26 01:36:50,Wheelchair Accessible,Yes,496107
206029,2023-10-26 01:36:50,Price Range,Average,496107
206030,2023-10-26 01:36:50,By Appointment Only,Yes,496107
207889,2023-10-26 06:25:44,Parking,"Garage, Street",500191
207890,2023-10-26 06:25:44,Wheelchair Accessible,Yes,500191
207891,2023-10-26 06:25:44,Price Range,Average,500191
207892,2023-10-26 06:25:44,By Appointment Only,Yes,500191
208021,2023-10-26 06:33:20,Parking,Free,500298
208022,2023-10-26 06:33:20,Wheelchair Accessible,Yes,500298
208023,2023-10-26 06:33:20,Price Range,Average,500298
208024,2023-10-26 06:33:20,By Appointment Only,No,500298
208025,2023-10-26 06:33:20,Bike Parking,Yes,500298
210256,2023-10-26 11:26:35,Parking,"Street, Lot, Private",502263
210257,2023-10-26 11:26:35,Bike Parking,Yes,502263
210258,2023-10-26 11:26:35,Wheelchair Accessible,Yes,502263
210259,2023-10-26 11:26:35,Price Range,Average,502263
210260,2023-10-26 11:26:35,By Appointment Only,Yes,502263
211394,2023-10-26 16:27:00,Parking,"Street, Lot, Private",503316
211395,2023-10-26 16:27:00,Bike Parking,Yes,503316
211396,2023-10-26 16:27:00,Wheelchair Accessible,Yes,503316
211397,2023-10-26 16:27:00,Price Range,Average,503316
211398,2023-10-26 16:27:00,By Appointment Only,No,503316
211399,2023-10-26 16:27:00,Pets Allowed,Yes,503316
211578,2023-10-26 17:12:41,Bike Parking,Yes,503737
211579,2023-10-26 17:12:41,By Appointment Only,Yes,503737
212258,2023-10-26 19:17:33,Parking,"Lot, Free",504413
212259,2023-10-26 19:17:33,Wheelchair Accessible,Yes,504413
214445,2023-10-26 23:46:40,Parking,"Lot, Self, On Site, Free",507732
214446,2023-10-26 23:46:40,Wheelchair Accessible,Yes,507732
215358,2023-10-27 02:24:49,Price Range,Average,513004
215359,2023-10-27 02:24:49,Services,Tattoo Removal,513004
215475,2023-10-27 02:31:56,Parking,"Lot, Free",514081
215476,2023-10-27 02:31:56,Price Range,Average,514081
216848,2023-10-27 06:32:33,Parking,Street,516968
216849,2023-10-27 06:32:33,Wheelchair Accessible,Yes,516968
216850,2023-10-27 06:32:33,Price Range,Above Average,516968
216851,2023-10-27 06:32:33,Bike Parking,Yes,516968
216852,2023-10-27 06:32:33,By Appointment Only,Yes,516968
188811,2023-10-24 20:15:58,Specialties,"Extensions, Asian Hair, Curly Hair, Coloring",521197
188812,2023-10-24 20:15:58,Parking,"Lot, Private",521197
188813,2023-10-24 20:15:58,Bike Parking,Yes,521197
188814,2023-10-24 20:15:58,Wheelchair Accessible,No,521197
188815,2023-10-24 20:15:58,Price Range,Average,521197
188816,2023-10-24 20:15:58,By Appointment Only,Yes,521197
189776,2023-10-24 21:45:41,Price Range,Average,521624
189777,2023-10-24 21:45:41,By Appointment Only,Yes,521624
191747,2023-10-25 00:35:15,Parking,"Lot, Private",522577
191748,2023-10-25 00:35:15,Wheelchair Accessible,Yes,522577
191749,2023-10-25 00:35:15,By Appointment Only,Yes,522577
191808,2023-10-25 00:36:50,Parking,"Lot, Private",522588
191809,2023-10-25 00:36:50,Wheelchair Accessible,Yes,522588
191810,2023-10-25 00:36:50,By Appointment Only,Yes,522588
192200,2023-10-25 00:58:35,Parking,"Lot, Private",523016
192201,2023-10-25 00:58:35,Wheelchair Accessible,Yes,523016
192202,2023-10-25 00:58:35,By Appointment Only,Yes,523016
192367,2023-10-25 01:20:44,Parking,"Lot, Private",523163
192368,2023-10-25 01:20:44,Wheelchair Accessible,Yes,523163
192369,2023-10-25 01:20:44,By Appointment Only,Yes,523163
193225,2023-10-25 03:15:26,Wheelchair Accessible,Yes,523870
193226,2023-10-25 03:15:26,Parking,"Paid, Lot",523870
193460,2023-10-25 03:58:18,Parking,Lot,524196
193509,2023-10-25 04:07:47,Parking,"Lot, Private",524222
193510,2023-10-25 04:07:47,Wheelchair Accessible,Yes,524222
193511,2023-10-25 04:07:47,Price Range,Average,524222
193512,2023-10-25 04:07:47,By Appointment Only,Yes,524222
194168,2023-10-25 06:12:45,Parking,"Lot, Private",525280
194169,2023-10-25 06:12:45,Wheelchair Accessible,Yes,525280
194170,2023-10-25 06:12:45,Price Range,Average,525280
194171,2023-10-25 06:12:45,By Appointment Only,Yes,525280
195409,2023-10-25 07:55:47,Price Range,Average,526334
195626,2023-10-25 08:28:09,Parking,On Site,526616
195627,2023-10-25 08:28:09,Wheelchair Accessible,Yes,526616
195968,2023-10-25 08:48:49,Parking,"Lot, Self",526680
195969,2023-10-25 08:48:49,Wheelchair Accessible,Yes,526680
198339,2023-10-25 12:53:00,By Appointment Only,Yes,528937
199610,2023-10-25 16:29:37,Parking,"Lot, Self, On Site, Free",529426
199611,2023-10-25 16:29:37,Wheelchair Accessible,Yes,529426
200159,2023-10-25 18:12:23,Parking,Free,529620
200160,2023-10-25 18:12:23,Wheelchair Accessible,Yes,529620
207246,2023-10-26 04:23:52,Wheelchair Accessible,Yes,547409
207424,2023-10-26 05:04:41,Bike Parking,Yes,547502
207425,2023-10-26 05:04:41,Price Range,Average,547502
207426,2023-10-26 05:04:41,By Appointment Only,Yes,547502
208364,2023-10-26 07:31:11,Parking,Lot,550739
208365,2023-10-26 07:31:11,Wheelchair Accessible,Yes,550739
209973,2023-10-26 10:52:54,Parking,"Lot, Private",554120
209974,2023-10-26 10:52:54,By Appointment Only,Yes,554120
213614,2023-10-26 22:21:05,Parking,"Self, On Site, Free",556055
213615,2023-10-26 22:21:11,Parking,"Lot, Self, On Site, Free",556056
213616,2023-10-26 22:21:11,Wheelchair Accessible,No,556056
215409,2023-10-27 02:29:34,Price Range,Average,557075
215410,2023-10-27 02:29:34,By Appointment Only,Yes,557075
189844,2023-10-24 21:50:48,Parking,"Lot, Private",561773
189845,2023-10-24 21:50:48,Wheelchair Accessible,Yes,561773
189846,2023-10-24 21:50:48,By Appointment Only,Yes,561773
190190,2023-10-24 22:20:19,Parking,"Lot, Private",562103
190191,2023-10-24 22:20:19,By Appointment Only,Yes,562103
194873,2023-10-25 07:00:10,Wheelchair Accessible,Yes,566729
194874,2023-10-25 07:00:10,Bike Parking,Yes,566729
196329,2023-10-25 09:02:21,Parking,"Garage, Street, Validated",567583
196330,2023-10-25 09:02:21,Wheelchair Accessible,Yes,567583
196331,2023-10-25 09:02:21,Price Range,Average,567583
196332,2023-10-25 09:02:21,By Appointment Only,Yes,567583
196690,2023-10-25 09:31:20,By Appointment Only,Yes,567680
199657,2023-10-25 16:40:58,Specialties,"Asian Hair, Perms, Straight Perms, Curly Hair, Coloring, Kids' Hair",569024
199658,2023-10-25 16:40:58,Wheelchair Accessible,Yes,569024
199659,2023-10-25 16:40:58,Price Range,Average,569024
199660,2023-10-25 16:40:58,By Appointment Only,Yes,569024
199661,2023-10-25 16:40:58,Parking,Lot,569024
201354,2023-10-25 19:43:11,Parking,Street,570047
201355,2023-10-25 19:43:11,Bike Parking,Yes,570047
202397,2023-10-25 20:43:50,Parking,Street,570282
202398,2023-10-25 20:43:50,Wheelchair Accessible,Yes,570282
202399,2023-10-25 20:43:50,Bike Parking,Yes,570282
202570,2023-10-25 20:53:42,Parking,"Garage, Street, Validated, Lot, Self, Valet",570304
202571,2023-10-25 20:53:42,Wheelchair Accessible,Yes,570304
202572,2023-10-25 20:53:42,By Appointment Only,Yes,570304
202711,2023-10-25 21:20:28,Parking,Street,570333
202712,2023-10-25 21:20:28,Wheelchair Accessible,Yes,570333
202713,2023-10-25 21:20:28,By Appointment Only,Yes,570333
202714,2023-10-25 21:20:28,Services,"Vein Treatments, Medical Services",570333
202715,2023-10-25 21:20:39,Parking,"Garage, Street, Valet",570334
202716,2023-10-25 21:20:39,Bike Parking,Yes,570334
202717,2023-10-25 21:20:39,Wheelchair Accessible,Yes,570334
202718,2023-10-25 21:20:39,By Appointment Only,Yes,570334
204916,2023-10-26 00:11:24,Parking,"Garage, Lot, Private",571106
204917,2023-10-26 00:11:24,By Appointment Only,Yes,571106
206843,2023-10-26 03:11:36,Specialties,"Extensions, Coloring",572058
206844,2023-10-26 03:11:36,Parking,"Garage, Street, Validated",572058
206845,2023-10-26 03:11:36,Wheelchair Accessible,Yes,572058
206846,2023-10-26 03:11:36,Price Range,Above Average,572058
206847,2023-10-26 03:11:36,By Appointment Only,Yes,572058
208260,2023-10-26 07:03:24,Parking,Street,572758
208261,2023-10-26 07:03:24,Wheelchair Accessible,Yes,572758
208262,2023-10-26 07:03:24,By Appointment Only,Yes,572758
210219,2023-10-26 11:18:39,Parking,"Lot, Private",573414
210220,2023-10-26 11:18:39,Bike Parking,Yes,573414
210221,2023-10-26 11:18:39,Wheelchair Accessible,Yes,573414
210222,2023-10-26 11:18:39,Price Range,Average,573414
210223,2023-10-26 11:18:39,By Appointment Only,Yes,573414
211418,2023-10-26 16:32:45,Parking,Street,574094
211952,2023-10-26 18:22:24,Parking,"Lot, Private",574292
211953,2023-10-26 18:22:24,Wheelchair Accessible,Yes,574292
211954,2023-10-26 18:22:24,Price Range,Average,574292
211955,2023-10-26 18:22:24,By Appointment Only,Yes,574292
212157,2023-10-26 19:09:05,Specialties,"Extensions, Asian Hair, African-American Hair, Perms, Straight Perms, Curly Hair, Coloring, Kids' Hair",574429
212158,2023-10-26 19:09:05,Parking,"Lot, Private",574429
212159,2023-10-26 19:09:05,Wheelchair Accessible,Yes,574429
212160,2023-10-26 19:09:05,Price Range,Average,574429
212161,2023-10-26 19:09:05,Bike Parking,Yes,574429
212162,2023-10-26 19:09:05,By Appointment Only,No,574429
212163,2023-10-26 19:09:05,Good for Kids,Yes,574429
213375,2023-10-26 21:18:56,Parking,Lot,575711
213376,2023-10-26 21:18:56,Price Range,Above Average,575711
213377,2023-10-26 21:18:56,Wheelchair Accessible,Yes,575711
213378,2023-10-26 21:18:56,Bike Parking,Yes,575711
213379,2023-10-26 21:18:56,By Appointment Only,Yes,575711
218153,2023-10-27 10:56:02,Parking,"Street, Self, On Site, Free",579126
218154,2023-10-27 10:56:02,Wheelchair Accessible,Yes,579126
218297,2023-10-27 11:15:57,Parking,Street,579213
218298,2023-10-27 11:15:57,Bike Parking,Yes,579213
218299,2023-10-27 11:15:57,Wheelchair Accessible,Yes,579213
218300,2023-10-27 11:15:57,By Appointment Only,Yes,579213
220458,2023-10-27 23:53:06,Parking,"Lot, Private",582807
220459,2023-10-27 23:53:06,Wheelchair Accessible,No,582807
220460,2023-10-27 23:53:06,By Appointment Only,Yes,582807
220691,2023-10-28 00:37:26,Parking,"Street, Self, On Site, Free",582997
220692,2023-10-28 00:37:26,Bike Parking,Yes,582997
220693,2023-10-28 00:37:26,Wheelchair Accessible,Yes,582997
220694,2023-10-28 00:37:26,By Appointment Only,No,582997
220695,2023-10-28 00:37:26,Price Range,Average,582997
221277,2023-10-28 02:07:10,Parking,Lot,583903
221337,2023-10-28 02:24:16,Parking,"Lot, Self, On Site, Free",583967
221338,2023-10-28 02:24:16,Wheelchair Accessible,Yes,583967
219435,2023-10-27 19:30:25,Parking,"Lot, Self, On Site, Free",600468
220346,2023-10-27 23:36:08,Bike Parking,Yes,601069
220347,2023-10-27 23:36:08,Parking,"Street, Lot, Private",601069
220348,2023-10-27 23:36:08,Wheelchair Accessible,Yes,601069
220349,2023-10-27 23:36:08,By Appointment Only,No,601069
220551,2023-10-28 00:18:03,Parking,Lot,601176
